"pplNpdidPipeline","fclNpdidFacilityFrom","fclNpdidFacilityTo","pplNpdidBelongsTo","cmpNpdidCompany","pplName","fclNameFrom","fclNameTo","pplBelongsToName","cmpLongName","pplCurrentPhase","pplMedium","pplMainGroupingName","pplDimension","pplMapLabel","pplWaterDepth","pplCurrentPhaseFromDate","pplDateUpdated","pipGeometryWKT"
314610,278273,286701,124187,32011216,"16"" Oil TROLL B, MONGSTAD","TROLL B","MONGSTAD","TROLL OLJERØR I","Equinor Energy AS","IN SERVICE","Oil","Transportation",16.0,"Troll Oljerør I",539.0,"1995-09-21 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.5031810002808217 60.774375000324802, 3.5711110004842439 60.776081000431418, 3.6063030003123187 60.783583000413785, 3.6410920000033302 60.787617000102756, 3.699922000294543 60.790042000388077, 3.741085999359099 60.789310999657815, 3.7661029996365167 60.790042000357758, 3.8361310008788583 60.795135999756482, 3.942546999559569 60.807188999663545, 4.2231580003208302 60.824816999632056, 4.3689249991513268 60.83265000022292, 4.4738079997934976 60.842066999553779, 4.4879190003838545 60.844792000401114, 4.548678000322802 60.860217000426303, 4.5607579991884943 60.862177999539881, 4.5717309994052533 60.862849999823688, 4.5868939999716574 60.862346999717829, 4.6090609994565588 60.85936400001129, 4.6250719999581671 60.859557999783732, 4.6619140005770534 60.852810999690497, 4.676878000659646 60.8542170003427, 4.6919860002093214 60.857922000375019, 4.7025060002108416 60.85941700045089, 4.7278579998107606 60.859074999879191, 4.7480029991087003 60.860458000081024, 4.7984420007199384 60.854953000057677, 4.8284920006693133 60.850569000057746, 4.8847440007200928 60.85144399997499, 4.9720279993520311 60.844110999906199, 4.9842219997680308 60.841328000096297, 5.0013249992741047 60.833188999620987, 5.0135080000234833 60.82944199979184, 5.0192549996383677 60.825997000034356, 5.0280000007477321 60.818993999672301, 5.036755000478748 60.814791000459522))"
315018,279421,286701,124194,32011216,"20"" Oil TROLL C, MONGSTAD","TROLL C","MONGSTAD","TROLL OLJERØR II","Equinor Energy AS","IN SERVICE","Oil","Transportation",20.0,"Troll Oljerør II",540.0,"1999-11-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.6114439998242491 60.88632199970673, 3.6184690003365882 60.882362000264827, 3.6288099994941687 60.872573999918927, 3.6527080001657137 60.86537900022973, 3.6733480001575587 60.862060999964157, 3.7084089999452621 60.86010400003665, 3.7507640006760443 60.855156000419043, 3.7779220005665315 60.854300999634368, 3.8667989999639403 60.856151999902721, 4.2335020007311277 60.841694000093788, 4.2995569995251746 60.839794000053082, 4.32487600071385 60.839966000249561, 4.4123509993055317 60.844158000325812, 4.4702090006924458 60.842964000230218, 4.4864550000062557 60.843421999930612, 4.5139969990811268 60.847679000099312, 4.5499399998034669 60.858704000398163, 4.5700820003487213 60.861140999841872, 4.5854159991667451 60.860850999678, 4.6079869997460738 60.857868000241083, 4.6240999994519276 60.858246000316377, 4.6609129998231182 60.851532000203129, 4.677731000698893 60.852833000462198, 4.6932319998004326 60.856384000105294, 4.7029190001953447 60.857559000133449, 4.727291000964879 60.857467999637855, 4.7497359994383137 60.858494000388831, 4.8044920005825595 60.852382999862527, 4.8268280000161123 60.848827000226024, 4.8865610004684514 60.849365000119668, 4.970112000064173 60.841457000006351, 4.9824650002672151 60.838749000321336, 5.0004089998908645 60.831405999784721, 5.0155460002354904 60.827502999688932, 5.0280000007477321 60.818993999672301, 5.036755000478748 60.814791000459522))"
318010,271301,286365,2252643,1944954,"30"" Gas STATFJORD B, STAT-SSTC","STATFJORD B","STAT-SSTC","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",30.0,"Statpipie",145.0,"1985-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.8306360004365594 61.206910999735044, 1.8280279993284851 61.206477999850385, 1.845935999974865 61.185830000154752))"
319132,282221,287261,2252643,1944954,"16"" Gas NORNE ERB, NORNE/HEIDRUN T","NORNE ERB","NORNE/HEIDRUN T","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",16.0,"Norne Gasstransport",430.0,"2001-02-05 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((8.0883890002498777 66.027304999860945, 8.0517579992223727 66.034843000109916, 8.0370810001323036 66.036017999863375, 8.0225520009997631 66.035758999775496, 8.0069440007786898 66.033858999888878, 7.993432000254959 66.030510000115086, 7.9822649994192645 66.02581800038206, 7.9747369991135759 66.020454000078999, 7.9713620007664412 66.016280999975493, 7.9699640003428698 66.012459000093273, 7.9660889995420527 65.981635999790896, 7.9671130003366617 65.970252999802398, 7.9662559999755924 65.964431999969889, 7.944285999730357 65.913826000242565, 7.9390399993589789 65.906242000002237, 7.8985330010029866 65.862723999674529, 7.8872049994596081 65.843917999901933, 7.8862479993073524 65.833710000284171, 7.8829480001110008 65.827201999916625, 7.8799880009079368 65.82420300042557, 7.8665199995891832 65.814156000286872, 7.8394339995201099 65.804726000208461, 7.8307500005111441 65.799393000009246, 7.7947429995154884 65.76143599972103, 7.7650249996353642 65.724936999554004, 7.7580320006534551 65.717414999593302, 7.753341000432167 65.710304000078665, 7.745117000044706 65.702887999601728, 7.7398289996636453 65.699843999836645, 7.7164079996333976 65.69014700016838, 7.69285400046543 65.672774999774077, 7.6668700009926107 65.657065999785104, 7.6188759994086013 65.633881000205847, 7.5536359999115348 65.597365999960132, 7.5132620000715464 65.579955999879857, 7.4673219995176439 65.561325000165894, 7.3869120004645392 65.511733999828238, 7.2887969994670323 65.469406000261742, 7.2697819991269323 65.462653999574059, 7.2623179993377374 65.458274999698702, 7.2588189994657055 65.454337999827928, 7.2445110004842386 65.42799400025774, 7.2171869994541868 65.373740999906133, 7.2103900005850479 65.339149000447549, 7.2087520006806383 65.32614900031686, 7.2044200000790992 65.310294999612807, 7.2020150000998591 65.307128999822666, 7.1583229998854794 65.264701999896346, 7.1523339996322974 65.261322000305597, 7.1297779990244745 65.252524999609065, 7.1109289992853606 65.243607000118644, 7.0750489999143431 65.217812000015968, 7.0635060001269947 65.20535300009081, 7.0266280001550188 65.172394000329291, 6.9868929995968401 65.150077999739324, 6.9618680000297148 65.133698000184253, 6.9519959999519632 65.125656000088625, 6.9358969997164888 65.115829000078449, 6.9056340003436549 65.104286000184729, 6.8729629997550825 65.090660000276216, 6.864540000911413 65.088074000388119, 6.8486300003483995 65.085915000181444, 6.8014610009548164 65.084515999797219))"
319166,287065,277265,2252643,1944954,"36"" Gas NORPIPE Y, B-11","NORPIPE Y","B-11","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Norpipe Gassledning",75.0,"1977-09-17 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.3305030004575498 56.490368999709169, 3.3321500007478275 56.487386000429161, 3.3439669996713599 56.474372000146758, 3.3481560000266866 56.47076699978313, 3.3593859994393744 56.456897000286837, 3.3728719998759513 56.442213999876465, 3.3921420001910989 56.423421999572469, 3.5023419997950866 56.303850000013441, 3.5400170000836897 56.26533100044486, 3.6132579994021237 56.201377999976607, 3.6185999997470737 56.197938999807199, 3.633481000608771 56.184583000352582, 3.6484970006614708 56.169393999602988, 3.6616810000097133 56.158633000194499, 3.688936000743599 56.134269000020218, 3.6938609995046643 56.130871999537703, 3.7337719993886562 56.093536000185686, 3.7476189997406117 56.082355999613206, 3.7688029999615167 56.061650000058862, 3.7912220001855466 56.038103000129141, 3.7976250005781527 56.033436000276701, 3.8833140000741442 55.945383000117019, 3.9029969999929377 55.927631000288628, 3.936886000076699 55.892872000173803, 3.9452939995945258 55.885502999575309, 4.0021610006516743 55.829102999689354, 4.010594000256237 55.821936000414226, 4.0215310006120708 55.810461000181675, 4.0607890002933953 55.773124999769657, 4.0747580003000952 55.758268999742732, 4.084860999556839 55.749105999816116, 4.1635110003501348 55.701838999944819, 4.1833999995517832 55.688707999759089, 4.1909970004287924 55.684807999643965, 4.2431190007804673 55.653255999777208, 4.5516469998506874 55.462314000109089))"
319268,271245,286253,124301,32011216,"28"" Oil OSEBERG A, STURE","OSEBERG A","STURE","OSEBERG TRANSPORTSYSTEM","Equinor Energy AS","IN SERVICE","Oil","Transportation",28.0,"Oseberg Oljetransport",350.0,"1988-12-20 00:00:00","2019-10-29 00:00:00","MULTILINESTRING ((4.8511110006799161 60.621110999990357, 4.7518209996595786 60.585567000108682, 4.7450970007764131 60.580921999755155, 4.7307249996343979 60.574033000350497, 4.7146059994115719 60.569849999758219, 4.7054970006745913 60.56896899960531, 4.5936670004555662 60.565113999756207, 4.5410249992613307 60.564125000048939, 4.250372000557209 60.55445599979803, 4.2177999997327955 60.549486000185098, 4.076013999576956 60.522841999555098, 4.036219000330763 60.516430999830462, 3.9688309998602627 60.50227500020393, 3.9491720003429638 60.49986700034033, 3.880775000764038 60.500047000141265, 3.8197170008094981 60.501631000148606, 3.7740639992660117 60.500655999844888, 3.7064170007095565 60.500814000014465, 3.6751970006796353 60.502125000242515, 3.6341830001602919 60.500736000187104, 3.5899670003955482 60.501325000367991, 3.5627059997253907 60.501999999618725, 3.5112560000452735 60.504810999759208, 3.4249720007318034 60.506083000367134, 3.4024470005937779 60.507878000445629, 3.377386000665402 60.507466999934863, 3.3520470008092453 60.505964000157562, 3.3257859992113437 60.509610999532704, 3.2981859998177172 60.508993999625375, 3.2695969996986181 60.510977999677621, 3.2370719997702864 60.512000000347591, 3.2249109993885696 60.511093999693841, 3.1964169991607498 60.506617000164745, 3.0857829992759531 60.492707999557695, 3.069241999086739 60.493292000404786, 2.96515599923955 60.507077999784627, 2.9535389999462054 60.507739000313698, 2.937639000526731 60.506772000343894, 2.8273130006110518 60.491862999675583))"
319676,280541,280569,2252643,1944954,"36"" Gas OSEBERG D, HEIMDAL HRP","OSEBERG D","HEIMDAL HRP","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Oseberg Gasstransport",122.0,"2001-09-30 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.8289859994174611 60.490666999637043, 2.8293280008220627 60.489501999633795, 2.8209409998882786 60.485370999738244, 2.8153679998875463 60.480381000217115, 2.8097850007421474 60.471359000302279, 2.7760740007678697 60.427410000060107, 2.7709889996349322 60.418793000315823, 2.7656560006131636 60.407467000161894, 2.7647560007182173 60.402186999659925, 2.7654699992045439 60.367484999629454, 2.7427030008059079 60.242167999633693, 2.7394759995185671 60.206206999993938, 2.7378819998695141 60.200206999574426, 2.7352020006145885 60.195553000407514, 2.7188300001826211 60.173687000133299, 2.6995630000467634 60.134346000289149, 2.6827580002326625 60.112037999819947, 2.6182529993797177 59.995398999929243, 2.6026199998772448 59.975867999896622, 2.5497640003307556 59.920722999993345, 2.5407490006350613 59.910304999829123, 2.5174829993779531 59.887085000370078, 2.4340510007599874 59.797695000341889, 2.411339000485996 59.774417999581871, 2.3465249994592594 59.703136000400328, 2.2261920003740636 59.604790000407519, 2.2224689998399256 59.599422000298091, 2.2196650003834346 59.588486000200731, 2.2213050007643313 59.583682999836448, 2.2290460008670268 59.576073000058805, 2.2283050008422252 59.575299999889431))"
321002,277797,286533,2252643,1944954,"40"" Gas SLEIPNER R, ZEEPIPE-SCP","SLEIPNER R","ZEEPIPE-SCP","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",40.0,"Zeepipe I",90.0,"1993-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.9105299993151312 58.368562999596058, 1.910449999292311 58.367748999680686, 1.9341889992030594 58.355456000332588, 1.9400030002577093 58.351685999636459, 1.9441110000651116 58.347327999844509, 1.9466029994860192 58.341700000351452, 1.9722829997190883 58.138493999573051, 1.9768499998829738 58.120099999600328, 1.983310999619541 58.105410999750056, 2.247132999460808 57.69180000006407, 2.3673470004428707 57.50020599985929, 2.3757389998351828 57.485991999614726, 2.3810860002815732 57.47406899959249, 2.3862859993416494 57.456327999834443, 2.3875940005815681 57.448906000255676, 2.3883440004580105 57.437069000265438, 2.3895170004112791 57.111381000063524, 2.3911919993245125 57.098689000061007, 2.3935309992131319 57.089133000062738, 2.3987690004623539 57.074892000308367, 2.4044499999243625 57.063860999546037, 2.4106250005759002 57.053908000410395, 2.5032529992879158 56.923271999917368, 2.6526859997860228 56.709871999894148, 2.86376700022663 56.404428000259088, 3.1748059996218676 56.155338999750263, 3.2575080003846706 56.088402999906748, 3.2738719993501304 56.073480999905406, 3.2843689999025121 56.061742000410227, 3.295372000087446 56.046342000032382, 3.3941329993111276 55.876731000257635, 3.4048780005018404 55.855906000205053, 3.4089529994646002 55.844632999998311, 3.4125139997033682 55.828405999990238, 3.4135389996883831 55.815580999573065, 3.4128970001910268 55.80318300009462, 3.3625250007068059 55.35874200039234, 3.2998160006269788 54.789493999605405))"
321036,277797,271945,124235,1944954,"30"" Gas SLEIPNER R, DRAUPNER S","SLEIPNER R","DRAUPNER S","ZEEPIPE I","Gassco AS","IN SERVICE","Gas","Transportation",30.0,"Zeepipe I",83.0,"1993-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.4726669992958015 58.188777999984687, 2.2699500005552697 58.241761000074369, 2.2320140008648544 58.252296999893083, 2.0039529998202164 58.327913999876408, 1.9190140009022723 58.363546999738965, 1.9105610002779148 58.367885999855787, 1.9105310001256677 58.368563999780555))"
321070,277797,286169,124340,32011216,"20"" Condensate SLEIPNER R, KÅRSTØ","SLEIPNER R","KÅRSTØ","SLEIPNER KONDENSATRØR","Equinor Energy AS","IN SERVICE","Condensate","Transportation",20.0,"Sleipner Kondensatrør",285.0,"1993-09-19 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.9105310001256677 58.368563999780555, 1.9099770001100855 58.368876999924858, 1.9219530006655514 58.374611000156136, 1.9301559997694733 58.376853000307975, 2.1493669994230125 58.402880999857231, 2.6256030005988622 58.47282199979464, 3.110643999652694 58.541953000073214, 3.4826030004176478 58.593533000071162, 3.5040750002535388 58.596119000308988, 3.5276940007831898 58.596661000082065, 3.5386999997021462 58.598735999563047, 3.6063779994091423 58.626660999904679, 3.615653000739977 58.631135999629088, 3.6964940001455604 58.687125000243086, 3.713100000144038 58.704491999735161, 3.7249000004293862 58.714764000266932, 3.7354189996664617 58.720524999661741, 3.7639280000681343 58.731539000112861, 3.7872560005773614 58.74312799973184, 3.8003060000121986 58.747196999584119, 3.8730280008085436 58.764186000026164, 3.942246999291565 58.792024999910304, 4.0642749997885002 58.832207999941588, 4.081096999200331 58.83963300019483, 4.108852999885749 58.855732999710426, 4.1224080001067085 58.861813999682056, 4.2319419995495835 58.896706000327661, 4.4602940004640699 58.981718999589972, 4.8887890007283881 59.139336000375842, 4.9027220005791676 59.147136000444156, 4.9125859994019523 59.15636700018495, 4.9425080006376971 59.206953000328518, 4.9477939999212213 59.212992000077229, 4.9864250007065589 59.245355999743317, 5.015628000257788 59.265080999605296, 5.0780419999339292 59.317068999634799, 5.0873560000865998 59.323989000312785, 5.0959639991702668 59.328308000015696, 5.1073690003489247 59.332292000419464, 5.1184500000631123 59.334760999913101, 5.1302029992172073 59.33619400000066, 5.1517860001036073 59.336135999923805, 5.1760939993811235 59.333067000077719, 5.1951470006873084 59.333396999710274))"
321750,272337,286477,124285,28544099,"20"" Oil GYDA, ULA-Y","GYDA","ULA-Y","ULA OLJERØR","Aker BP ASA","DECOMMISSIONED","Oil","Transportation",20.0,"Ula Oljetransport",70.0,"2020-02-29 00:00:00","2020-07-16 00:00:00","MULTILINESTRING ((3.0851970000993831 56.904925999933546, 3.0863469993479535 56.905350000153966, 3.0460529997733774 56.968395000223673, 3.0404169996005712 56.974236000183026, 2.8482379996308023 57.079262000335838))"
321784,377218,286141,2252643,1944954,"36"" Gas H-7 BP, EMDEN","H-7 BP","EMDEN","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Norpipe Gassledning",75.0,"1977-09-17 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((6.0358749995972536 54.509336000238115, 6.0447669994732731 54.502731000340276, 6.0707469999124708 54.486205999890146, 6.0863140000653591 54.474946999783825, 6.1041580001888871 54.464536000017254, 6.119302999412203 54.45341099975623, 6.1361060000644265 54.442905999955734, 6.1436249997636816 54.437169000416567, 6.2406250002861476 54.373416999686356, 6.2652920001913399 54.358230999964334, 6.3700060007170887 54.288985999853828, 6.4128329998911786 54.240957999571343, 6.4570279998336755 54.18931400022597, 6.472683000606084 54.174880999935276, 6.4966110003814332 54.157818999748351, 6.5338420003553255 54.127281000059043, 6.5431580003517258 54.118742000400538, 6.5623669994716805 54.104631000153603, 6.5685719993567364 54.098510999766084, 6.5947559992542049 54.078397000309273, 6.6255000005207876 54.053056000221574, 6.6310810000708837 54.049228000181792, 6.640160999368085 54.040696999662714, 6.6518109998923434 54.032431000074432, 6.6952860004595056 53.997286000213016, 6.7005940002807858 53.990024999976661, 6.74004699996543 53.921658000030405, 6.7708690005409826 53.86674700022985, 6.7744609997022049 53.858478000154363, 6.7825469993168541 53.847788999952563, 6.8124250005413192 53.794182999987918, 6.8165029992654524 53.788928000279277, 6.8198170003798877 53.781942000359088, 6.8317030006633077 53.762402999835118, 6.8564559997300396 53.716188999566675, 6.8812809999041678 53.675449999757049, 6.9011999993414239 53.655402999630006, 6.9611999997024752 53.645400000315711, 6.9911999994223493 53.625399999971606, 7.0244800007429831 53.53353999967792, 7.0244800003904793 53.354000000424627, 7.1892900005764142 53.34619999995153))"
321818,272421,286309,124293,1944954,"16"" Gas HEIDRUN, TJELDBERGODDEN","HEIDRUN","TJELDBERGODDEN","HALTENPIPE","Gassco AS","IN SERVICE","Gas","Transportation",16.0,"Haltenpipe",362.0,"1996-11-11 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((7.317499999945281 65.325833000240436, 7.3355320005902485 65.297371000433813, 7.3443960010468823 65.264815999940467, 7.3467420002875485 65.260528999695438, 7.3694369989638382 65.23811300002842, 7.3872909992253497 65.222922999558079, 7.4029480007038604 65.204467999777293, 7.4079820010385919 65.196471999851184, 7.4095000002600484 65.190406999893241, 7.4106660010094521 65.141724000417611, 7.4125460008210826 65.137024000168694, 7.4281899993705283 65.108246000011874, 7.4295909996695917 65.104361999950612, 7.4272059989886943 65.060410000109073, 7.4275080008207572 65.053474000043934, 7.4295220009894765 65.049216999777045, 7.4405339999945657 65.034241000256245, 7.4541779991713693 65.008010999622954, 7.4781600007075308 64.978050000095649, 7.5089340001555378 64.948714999633054, 7.5508690004661965 64.917389000354333, 7.6018449993630348 64.870300000256179, 7.7018609993555254 64.787734999832622, 7.7324159992991355 64.767058999622506, 7.7536919993101785 64.750678999771793, 7.7578260002431803 64.746657999946009, 7.7675929991894748 64.733802999817058, 7.7715350001410295 64.729774000191028, 7.8722479992745571 64.646172000190802, 7.8774760005505655 64.638679999883763, 7.8823450001328519 64.623566000308969, 7.8798990002530873 64.567650000411021, 7.8886620000297896 64.51493800022287, 7.9004389993375153 64.4883120000909, 7.9207600003769336 64.468535999888203, 7.9381820008762398 64.457352000357957, 7.9570459992495062 64.448891000147313, 7.96285100071524 64.445395999697112, 7.9760509990920712 64.428513000421503, 7.9804089994750651 64.424126000033041, 7.9865549999866046 64.420165999564915, 8.0210049995578476 64.402344000067146, 8.0247439997079457 64.399269000202338, 8.0269979997001624 64.395950000130711, 8.0278209993942546 64.392051999774452, 8.0258459993349582 64.386925000358545, 8.0121149996492314 64.369201999937772, 7.9893560001271036 64.347450000149195, 7.9778760003516371 64.325385999906757, 7.9385390008192624 64.278930999581775, 7.9353500000832442 64.273772999728266, 7.9345329995965175 64.27033199968146, 7.9342180003029084 64.243698000390211, 7.9306220002972649 64.219330000274667, 7.9275270002665543 64.176284999878121, 7.9118879996925724 64.119094999580838, 7.9034990008401875 64.080298999929013, 7.8943229997535482 64.066077999876356, 7.8930359996059263 64.061829000137891, 7.8937679996090857 64.058357000182696, 7.9000969996610833 64.042816000360901, 7.9034509996132387 64.038749999814925, 7.9124319991735241 64.031075000387787, 7.9153149994763146 64.025879000306844, 7.9131329994380604 64.004623000350279, 7.9133629990617109 63.999744000362625, 7.9288530002862831 63.954009999963688, 7.9319469999132455 63.882412000341546, 7.9331649999042844 63.877692999565824, 7.9473260009358633 63.844151000048505, 7.9502419992495144 63.827011000130909, 8.0158050003275907 63.731796000285605, 8.018525000710083 63.721680000057013, 8.0256510005452526 63.685787000013093, 8.0247930006883657 63.67486600039939, 8.0262390000681467 63.670418000105499, 8.0295360006824161 63.666766999991587, 8.0339589993549403 63.66386400032178, 8.0662230007314957 63.650351999713742, 8.0735229999509706 63.645743999883912, 8.0762739992973511 63.642459999847567, 8.0843269993493152 63.62808199956865, 8.0903350009621597 63.60236400045109, 8.0924080010110089 63.598041999669867, 8.096688000233291 63.594021000385112, 8.1218769993049307 63.575836000342974, 8.1395889991638537 63.556815999889466, 8.1454069992859566 63.552775999801263, 8.1708860003643125 63.538845000259826, 8.1834629997069346 63.529521999791683, 8.2059789995078525 63.522430000089393, 8.2171209999688237 63.51341200042927, 8.2228250008780623 63.509861000265907, 8.2241429998984845 63.50643900011616, 8.2217939990282112 63.502692999686438, 8.2209730008567359 63.499656999683523, 8.2240920003638287 63.490555000002381, 8.224132000831986 63.488357999586135, 8.2275959996772805 63.483467000352256, 8.2280030009146916 63.477336999917597, 8.2267970005113735 63.472942000342151, 8.2229900005046215 63.469027999647231, 8.2173599994052982 63.465030999804448, 8.2186049999485924 63.459850000372633, 8.2151749990823379 63.452552999746082, 8.2141729990468679 63.447375999607459, 8.2184809998110619 63.441620000297526, 8.2233849994005688 63.438918999941691, 8.2252430003501242 63.436908999804459, 8.2260919999840816 63.434402000004035, 8.2245480002157141 63.429252999880191, 8.225860000571716 63.426681999566526, 8.2294349996889711 63.424099000050482, 8.23938400062017 63.419899000062564, 8.2412470004756191 63.418364999811196, 8.2436130008565041 63.413691999735434, 8.2516780003639791 63.409321000040201, 8.2635879993737014 63.405540000237657, 8.2768409999365211 63.403972999754913, 8.3234529995067721 63.402827999572061, 8.3658700007178339 63.400275999650596, 8.3821809997379209 63.401245000439218, 8.4279079992281165 63.401913000050364, 8.5817139993151184 63.423068999602748, 8.6066959997140327 63.428795000315212, 8.6230560004741594 63.429485000332328, 8.6369260000814272 63.427555000281643, 8.6462399992248002 63.424472999755629, 8.6519249991244465 63.421477999991787, 8.6652080004767544 63.410533999727463, 8.6651019997183152 63.407822000382758, 8.654947000531326 63.39465200002001))"
321852,272421,287261,1035969,32011216,"16"" Gas HEIDRUN, NORNE/HEIDRUN T","HEIDRUN","NORNE/HEIDRUN T","HEIDRUN GASSTRANSPORT","Equinor Energy AS","IN SERVICE","Gas","Transportation",16.0,"Heidrun Gasstransport",430.0,"2001-02-05 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((7.3172980005710944 65.325638000234747, 7.3077599995330225 65.324562000376247, 7.2854859999742967 65.331466999832244, 7.2754709999290395 65.333045999760287, 7.2641660004719117 65.333710000414598, 7.2528590005684395 65.333358999626867, 7.2439179990109386 65.332168999784258, 7.2339219996378015 65.32986500044197, 7.2258840006280245 65.326843000372989, 7.217828999918865 65.321708999819165, 7.1586730001262797 65.264175000294387, 7.1530770008165083 65.260963000207354, 7.1216529994803111 65.247527999691371, 7.1017410005934281 65.235534999711589, 7.074852999748642 65.216698000174134, 7.064339999139567 65.205223000060329, 7.027644999545382 65.17225599978994, 6.9644810009289406 65.134772999797576, 6.9531330008283101 65.125763000197736, 6.9378690001153585 65.116301999745204, 6.9096850001495502 65.103920000283409, 6.8639079995357806 65.087158000185752, 6.847481999598763 65.084990999808625, 6.8014619989236929 65.084511000156894))"
322464,271777,271945,2252643,1944954,"36"" Gas HEIMDAL, DRAUPNER S","HEIMDAL","DRAUPNER S","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Statpipe",130.0,"1985-10-15 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.2288059992569269 59.57416100040053, 2.2306009998713252 59.574061000121318, 2.2329000000674322 59.572314000145212, 2.2415279998807032 59.563932999601022, 2.2458889996532876 59.556341999869289, 2.2473220000808976 59.55097200008516, 2.2464919992646881 59.541458000159423, 2.2321440009094662 59.502302999657772, 2.2314000009631396 59.493821999605473, 2.2393920000521668 59.40879999984481, 2.247302999425981 59.334724999851012, 2.2602749994545648 59.164307999772916, 2.3332060007842901 58.842139000128597, 2.4310829993744871 58.39749999987329, 2.4728389993298445 58.203177999534255, 2.4734920003615044 58.195580999979569, 2.4734140007929453 58.189369999671186, 2.4726669991744878 58.188777000143318))"
322498,280569,283285,1036213,32011216,"18"" Gas HEIMDAL HRP, GRANE","HEIMDAL HRP","GRANE","GRANE GASSRØR","Equinor Energy AS","IN SERVICE","Gas","Transportation",18.0,"Grane Gassrør",130.0,"2003-09-23 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.4873879996808745 59.165238000122002, 2.486819000158246 59.213699000020405, 2.4897170006377003 59.223842999751739, 2.503813000064854 59.262531000228307, 2.5038619992764652 59.269137999751727, 2.501528999996665 59.274596999642569, 2.4983539999996243 59.278572000216371, 2.487624000656433 59.28875000045722, 2.3135720002843589 59.450016000328617, 2.3083519998743554 59.457625999967625, 2.2473530004275708 59.559619999638166, 2.2440600005612699 59.563437999716172, 2.2345330004044377 59.57167400019852, 2.2297849992382517 59.575137999777255, 2.2283050008422252 59.575299999889431))"
