"pplNpdidPipeline","fclNpdidFacilityFrom","fclNpdidFacilityTo","pplNpdidBelongsTo","cmpNpdidCompany","pplName","fclNameFrom","fclNameTo","pplBelongsToName","cmpLongName","pplCurrentPhase","pplMedium","pplMainGroupingName","pplDimension","pplMapLabel","pplWaterDepth","pplCurrentPhaseFromDate","pplDateUpdated","pipGeometryWKT"
322532,280569,286225,2252643,1944954,"32"" Gas HEIMDAL HRP, ST.FERGUS","HEIMDAL HRP","ST.FERGUS","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",32.0,"Vesterled",120.0,"2001-09-30 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((-1.8253190007265274 57.578705999990362, -1.7927389995352083 57.582827999939546, -1.7762360006624678 57.584307999598799, -1.7597469994846024 57.584628000463191, -1.6776690003720336 57.576211000306422, -1.6446080000915491 57.573908000104794, -1.6276640006533305 57.573891999740312, -1.6110920002934683 57.576146999720656, -1.5853780000707067 57.587732999569006, -1.5747469998354131 57.594557999671387, -1.5307810005499767 57.632760999974828, -1.5139809994329025 57.648293999738762, -1.5048330002092309 57.655817000039626, -1.4951920006536308 57.661161000099902, -1.4869810002085209 57.671021999731963, -1.4523189995058137 57.701767000433811, -1.4341029999117771 57.716817000078208, -1.3997389991505125 57.747677999746955, -1.3637419995869187 57.778024999687943, -1.3559830003369306 57.786011000010149, -1.3277140001517636 57.808338999664137, -1.3197310002099731 57.816256000404373, -1.3101639993823799 57.816581000350737, -1.3027030005617222 57.831728000326123, -1.2487030004806714 57.87730800001345, -1.223016999430987 57.900494000426953, -1.1869640003926392 57.93085299978204, -1.1697920007584097 57.946291999756944, -1.1506560006626783 57.96113300001128, -1.134805999443556 57.977000000398057, -1.0622609995901062 58.037733000178207, -1.0543639996862992 58.045682999920821, -1.0363110002436196 58.06089399955767, -1.0080999994074793 58.083278000231083, -0.96530600034287983 58.122067000385435, -0.93803099959683067 58.144813999788489, -0.92771899965136062 58.151999999765252, -0.90896100023641713 58.167007999793192, -0.86582200011763433 58.205617000088054, -0.84664999953119646 58.220456000306463, -0.82997799950327344 58.236169000192014, -0.80163299970112001 58.258627999993344, -0.77531899924701453 58.281742000048339, -0.76067799941050962 58.297986000003952, -0.7447940005530439 58.313799999890421, -0.71930799968137249 58.337197000223902, -0.70130599990217857 58.352517000327495, -0.69453100068016271 58.360822000297624, -0.68607800001149211 58.368661000027572, -0.67876400087024469 58.376792000037042, -0.58801699940828078 58.463292000149004, -0.57068299961281654 58.478769000066201, -0.54681899974271919 58.502667000354123, -0.51238600061486883 58.533735999987911, -0.49690299948983929 58.549799999919465, -0.47180599914415722 58.573319000011772, -0.46468100029309711 58.581477999605369, -0.43007500072189792 58.612471999690349, -0.40593599965435861 58.636294000281026, -0.39701700038089455 58.64399999976645, -0.389669000464755 58.652155999581161, -0.38036700057506279 58.659744000148486, -0.33876099975559998 58.699039000387749, -0.29272200043913843 58.736838999796319, -0.26720299970838624 58.76018300003301, -0.2596330003893052 58.768380999683643, -0.25674399998351716 58.777253000420188, -0.25845599937528801 58.786269000117642, -0.26475300096012122 58.794522000343242, -0.28280599990213556 58.810016999997664, -0.28644700076542212 58.819027999812334, -0.28652199915614174 58.827868999860449, -0.2852029999628139 58.839002999652905, -0.27935600003378519 58.847391999823948, -0.26884200063006186 58.854500000346654, -0.25407200078164149 58.859194000026079, -0.23689700033811431 58.861432999824999, -0.18493600086025358 58.859689000180047, -0.1680000004453534 58.861131000192294, -0.15245000029609965 58.86488899961212, -0.13889199972005653 58.870341999579715, -0.12626399930624607 58.876532999628772, -0.10189699996343111 58.889300000217197, -0.01939199923271585 58.935366999827558, 0.017088999772417669 58.954599999564216, 0.039468999997134602 58.968431000016828, 0.06383900034868388 58.981188999969085, 0.099050000596853427 59.001078000279655, 0.12375000002046713 59.013742000096926, 0.13468299945641066 59.02075000001652, 0.171794000279402 59.039680999846638, 0.21897199996940689 59.066210999691222, 0.24338300063597731 59.079041999908988, 0.31390800018500903 59.118841999683255, 0.38719399931820675 59.157382999850682, 0.47109199971577248 59.20308299978069, 0.48287499965027181 59.21291699976689, 0.49533099968591959 59.216058000290467, 0.55588600033968361 59.248430999948482, 0.57874999977820463 59.262128000120903, 0.69183599982755029 59.318550000034008, 0.72581700060582888 59.339161000401923, 0.75137799933714677 59.351525000185731, 0.78677199992250757 59.37148900023314, 0.82458600077604161 59.390333000288948, 0.86056900079212528 59.410088999728778, 0.92230799950195141 59.4420670000519, 0.93374200067070356 59.448921999701206, 0.95900599973789369 59.461446999940392, 0.98112799952008023 59.475460999546023, 1.0556860004747397 59.51375799985923, 1.1035500006287664 59.540132999860845, 1.2286889998300157 59.603742000201564, 1.2776140002092256 59.629705999929762, 1.2904940005355303 59.635844000028797, 1.3051330002259127 59.641019000434156, 1.3189589997803255 59.64331799982763, 1.3405500005812401 59.644897000090701, 1.595536000183148 59.655696999872482, 1.6470340005781055 59.654984000167431, 1.6614890006806311 59.657088999821639, 1.6847939995337831 59.664306999593535, 1.6991960003833912 59.666142000418127, 1.8702880003355038 59.665935999926795, 1.8938349990841477 59.662823000379426, 2.1093550002291512 59.616341000188676, 2.1979229993858218 59.595959000345516, 2.2053150006486764 59.593497999946486, 2.2107170007085033 59.590538000059702, 2.2147840004333479 59.587070000092211, 2.2219500002825336 59.578368999803324, 2.2264690000429326 59.575024000076219, 2.2283050008422252 59.575299999889431))"
322634,277573,280569,18451149,1944954,"22"" Gas HULDRA, HEIMDAL HRP","HULDRA","HEIMDAL HRP","VALEMON GASSRØR","Gassco AS","IN SERVICE","Gas","Transportation",22.0,"Huldra Gassrør",125.0,"2001-11-02 00:00:00","2022-04-06 00:00:00","MULTILINESTRING ((2.6502080007155651 60.855869000311316, 2.6515479991169273 60.855705000278803, 2.4598280001156914 60.648620999816323, 2.2864180006153574 60.458560999971901, 2.283384999191675 60.453732000035195, 2.2647359990682698 60.410294000238451, 2.2641120006734252 60.405834000414373, 2.2650620008302194 60.401061999722764, 2.393452999857383 60.046760999963531, 2.4185999998884262 59.976161999962606, 2.4192970007118881 59.971488999957053, 2.3687219991402788 59.732483000223191, 2.3653440005055208 59.727435999736997, 2.3434360001015846 59.703780999842529, 2.223431000890443 59.605853999742003, 2.2196559991952953 59.600100999635586, 2.2172700006342558 59.592422000076922, 2.217139999223281 59.588664999621663, 2.2199949999085389 59.582820999941866, 2.2283050008422252 59.575299999889431))"
322668,277573,277321,97002,32011216,"8"" Condensate HULDRA, VESLEFRIKK A","HULDRA","VESLEFRIKK A","HULDRA","Equinor Energy AS","ABANDONED IN PLACE","Condensate","Transportation",8.0,"Huldra Kondensatrør",175.0,"2019-10-01 00:00:00","2019-11-04 00:00:00","MULTILINESTRING ((2.6502080007155651 60.855869000311316, 2.651677999470289 60.856025999725404, 2.6635930005384987 60.847449999908783, 2.6764760004393939 60.842453000362113, 2.8772279996236483 60.79164900028568, 2.8957200004193195 60.785621999754675, 2.8971290007796768 60.784553999640231, 2.897858000696087 60.782704999984752))"
323042,286169,271945,2252643,1944954,"28"" Gas KÅRSTØ, DRAUPNER S","KÅRSTØ","DRAUPNER S","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",28.0,"Statpipe",300.0,"1985-10-15 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((5.1951470006873084 59.333396999710274, 5.1736359992517063 59.333599999753744, 5.1457889996031723 59.337269000117757, 5.1261940004894226 59.336880999684695, 5.1139219996552665 59.335113999673084, 5.1025079993841747 59.332225000396797, 5.0939610000776065 59.328985999556984, 5.0858529998371225 59.324678000101294, 5.0127469995890488 59.264092000175339, 4.9849420004091876 59.244947000318994, 4.945553000851433 59.212107999807891, 4.9386469999070206 59.204036000311447, 4.910905999704128 59.156777999935734, 4.9059279998936987 59.151481000404772, 4.8995890005005727 59.146436000355344, 4.8855579998818417 59.138993999956838, 4.5919640008309308 59.031371999589943, 4.224182999933169 58.894963999797739, 4.1214779992427921 58.862244000368648, 4.1087030006211185 58.85658900033561, 4.077624999399208 58.838583000384887, 4.0662079999798992 58.833682999945637, 3.9385829998711666 58.791556000061412, 3.8831890008435113 58.76864199987584, 3.8726609995891215 58.764949999661816, 3.8589309992388259 58.761261000332603, 3.8144030006874363 58.752443999595464, 3.7865000004474063 58.743671999572619, 3.761449999367942 58.731142000274872, 3.7350440008833963 58.721307999687141, 3.7255609998970232 58.716394000221555, 3.7192169992406483 58.711399999782756, 3.6988309992746431 58.690786000297727, 3.6925529992771544 58.685366999956948, 3.6219279991433764 58.636117000216572, 3.6077310003380081 58.628407999956906, 3.3772219997520625 58.54752799988362, 3.0379920004052843 58.412624999640101, 2.7511029999368346 58.312183000209245, 2.591100000744436 58.255171999756975, 2.5756579996966589 58.247981000277939, 2.4795059997269289 58.191861000154688, 2.4726669992958015 58.188777999984687))"
323076,286729,277797,2252643,1944954,"40"" Gas KOLLSNES, SLEIPNER R","KOLLSNES","SLEIPNER R","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",40.0,"Zeepipe II A",365.0,"1996-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((4.8454019994583062 60.548329999712337, 4.7974420004951872 60.527316999907953, 4.6883970005831754 60.488463999823196, 4.6762060008032389 60.482483000268147, 4.6670610006484674 60.475953000035247, 4.6592920006423935 60.467033000247014, 4.65138299973587 60.452063999745235, 4.6471470004290234 60.446286000105815, 4.6128780007082764 60.412042000274141, 4.4674420003722464 60.287881000180469, 4.4280469992837181 60.250952999779336, 4.3807640005363302 60.213163999766955, 4.3033279995948019 60.146267000267009, 4.2642139994062811 60.115817000069804, 4.2227029992387015 60.073033000215311, 4.1884029993912506 60.046180999903086, 4.1448169995953581 60.007943999730983, 4.1232890008247107 59.986621999813998, 4.0828309994274292 59.953977999732466, 4.0171110003743209 59.889819000326334, 3.9613499998484287 59.849947000196046, 3.8527719993757072 59.750499999838389, 3.8226389998048633 59.72555800012762, 3.7121470000908192 59.620153000201391, 3.701016999348969 59.608188999554855, 3.6834640004740007 59.594642000061057, 3.6622440007420836 59.57559699990432, 3.6246280008256333 59.548824999951385, 3.6196329995593808 59.543686000418553, 3.6094780000631999 59.529741999560656, 3.6023940004391557 59.523211000297351, 3.5878060007737194 59.514638999837814, 3.5437280005958245 59.496403000011959, 3.5323439995946875 59.492417000287375, 3.492185999440613 59.483550000110398, 3.4351579996128945 59.474746999593471, 3.3811690008262976 59.458913999598494, 3.3086029990916561 59.444036000325127, 3.2781029998706446 59.433841999705116, 3.2678579996197947 59.429093999988105, 3.2589859999763586 59.423696999667804, 3.2049060000056135 59.385566999826274, 3.0977439995667226 59.300131000017323, 3.0118279996402211 59.23402200000676, 2.8866219998604978 59.132931000084724, 2.4757060004161073 58.793821999738057, 2.1370670006432908 58.510477999920134, 2.0391610007592234 58.437218999951945, 1.9613999997789129 58.394300000335633, 1.9105310001256677 58.368563999780555))"
323110,286729,278357,2252643,1944954,"40"" Gas KOLLSNES, DRAUPNER E","KOLLSNES","DRAUPNER E","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",40.0,"Zeepipe II B",368.0,"1997-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((4.8454019994583062 60.548329999712337, 4.7976000006271544 60.527247999585036, 4.6925840005585169 60.489067000137744, 4.6837170008968751 60.485000999886807, 4.6754999997476396 60.479934999636832, 4.6701660003814229 60.475284999587849, 4.6642829998646089 60.468635999809003, 4.6539339992166928 60.448832999778233, 4.6507500002224669 60.444282999875988, 4.6446330004704386 60.437950000391581, 4.4682340001469916 60.28733400030918, 4.4299659998950167 60.251350000038407, 4.387466000726028 60.217265999664754, 4.3566329994390545 60.187499999908866, 4.3485169997663116 60.178233999764686, 4.34378300043163 60.17100099978731, 4.3402670000598782 60.163352999662528, 4.3262170000390849 60.125099000234925, 4.3211159993145261 60.116497000065571, 4.3122840001105009 60.106132999759794, 4.253767000720015 60.05408099974148, 4.2189000008983646 60.020282999775219, 4.184383000423388 59.984248999653154, 4.1058999996483321 59.906333999692777, 4.0508170003705297 59.861431000211176, 4.0095999996628304 59.819716999954665, 3.9570000000711012 59.762916999817428, 3.8447999996710722 59.651119000427848, 3.8134999998904826 59.62499999993905, 3.7811170002025669 59.588832999587979, 3.7728830005539287 59.581714999741813, 3.7347670004357494 59.552600999953881, 3.6621670000853443 59.482581999989954, 3.6515329997633037 59.471317000356969, 3.6147669997773919 59.424217000118702, 3.5674000005004514 59.378582000462849, 3.5374500002837026 59.344596999573518, 3.5036829996016321 59.316749999963839, 3.4751670001137338 59.291984999806225, 3.4444670003738702 59.261799000456143, 3.4172500007761775 59.237598000036648, 3.410116999674925 59.22948500028334, 3.3881330005546593 59.198749999845873, 3.3819170005894112 59.19143299976632, 3.2381999993133697 59.044764999988537, 3.2161000000425339 59.025714999893779, 3.1579329997175223 58.965800999625849, 3.1505500002395035 58.957901000135891, 3.1347499997562691 58.938217000221258, 3.0486669993269664 58.849063999772952, 3.0306499996811382 58.832249000339701, 3.0166829997205564 58.817833000209852, 2.7413999992538516 58.528464999916373, 2.6712499999713288 58.453850000124405, 2.6539670004410238 58.433369000376899, 2.4619829994551425 58.226952000051192, 2.4588669994831651 58.221901000391938, 2.4573169998101969 58.217350000010221, 2.4569330006358703 58.21261599966045, 2.4576170003730198 58.208233000388105, 2.4591999998242904 58.204017999771075, 2.4621670002836127 58.19943599972482, 2.4726669991744878 58.188777000143318))"
323212,286169,286141,2252643,1944954,"42"" Gas KÅRSTØ, EMDEN","KÅRSTØ","EMDEN","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",42.0,"Europipe II",347.0,"1999-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((5.5213580002925475 59.273360999856976, 5.514029999776886 59.273300000184889, 5.5021679991328591 59.260628000148571, 5.4974030004473962 59.250641000306203, 5.4930299998920189 59.246184999939715, 5.4618749999890879 59.229126000124012, 5.4541450002963598 59.228064999926261, 5.3614929993258036 59.202461000063387, 5.3531589998513427 59.198733999835987, 5.3475170007304458 59.195125999630235, 5.3433259999676777 59.191250000317652, 5.3403449998512933 59.186667999941882, 5.3388480005533561 59.181041999569615, 5.3379080002049992 59.151897000332994, 5.3356520007040187 59.137211000250652, 5.2624439992612144 58.978175999638061, 5.2584409992927181 58.964596000119997, 5.2549879994305924 58.863761999939996, 5.2552799993458885 58.853869999668113, 5.2572849999810645 58.840445999955264, 5.2745340002617924 58.766159000266811, 5.3352219992508401 58.633502999772617, 5.450344999666207 58.400612000414611, 5.4995219999013285 58.276702999683756, 5.6030019992082298 58.049579999880841, 5.6282799993822277 57.977195999809474, 5.6357350006075944 57.962939999938698, 5.6610249992812713 57.923213999755383, 5.6627599996441447 57.917483999601487, 5.6654739995607608 57.89342099986078, 5.6677070000118572 57.884037000042206, 5.6732029999676792 57.873046999833107, 5.703630000620497 57.819752000316122, 5.7072379992636604 57.810017000365605, 5.7151239993172807 57.777348000115332, 5.7429929993451845 57.723517999776725, 5.7445389994518594 57.717064000349765, 5.7445349995301642 57.706181000345609, 5.7456509995505236 57.700713999634104, 5.7891730001747943 57.579455999990351, 5.8446259999732391 57.483336999741077, 5.8837049996727426 57.390411000439272, 6.0074780004282013 57.090744000319319, 6.0127199996805079 57.074092999725572, 6.0178229997877803 57.046588999642282, 6.0210569991813765 57.040859000269535, 6.0286809994604438 57.031837000370672, 6.0313589998043273 57.027507999639923, 6.0472880003470735 56.989024999728528, 6.1136730008097038 56.825583999775176, 6.1190810007932503 56.801990999572205, 6.126122999879569 56.78107799971113, 6.1377819994012635 56.762371000370187, 6.1459409996982171 56.742805000028298, 6.1551569995535891 56.723961000376583, 6.2280419997031711 56.542561000348783, 6.2914670004788338 56.377163000344275, 6.3683720004299573 56.185963000019306, 6.377822999859486 56.164581000422785, 6.5608459996743083 55.684909999661237, 6.6607839996501621 55.419540000001028, 6.7205459999146084 55.268261000111067, 6.7339479996843803 55.22615400020829, 6.7639209999983523 55.147915000248787, 6.8542320004547017 54.905055999771918, 6.8551909997997598 54.900623000205847, 6.8551289994553404 54.89564900037778, 6.8524079993539324 54.887627000318041, 6.8241220007430217 54.848964999761272, 6.819796999702783 54.839870000305147, 6.8188800001853549 54.830031999990538, 6.8223729995044096 54.815849000097707, 6.8241910006487929 54.799453999971156, 6.8270450005751977 54.794631999679119, 6.8453329994341816 54.77386100014288, 6.9156679992999619 54.665629999837314, 6.9488399993553012 54.629920999963595, 6.9530570002950469 54.624232999634259, 6.9554359995435204 54.619431000212543, 7.074176000212983 54.239262000203396, 7.1805230002471214 53.893275999892246, 7.1840850002651102 53.887088999984925, 7.1903159993466241 53.880188000246044, 7.1975399996796572 53.874652999555707, 7.2086609992470576 53.868649000073034, 7.3778609997199567 53.810078000131753, 7.3871150000501835 53.805301999901403, 7.3924790006740002 53.800937999924564, 7.4589899999579279 53.692299999924721, 7.4031100005048653 53.674399999702516, 7.3264199998534956 53.679699999682768))"
324844,277265,377218,2252643,1944954,"36"" Gas B-11, H-7 BP","B-11","H-7 BP","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Norpipe Gassledning",75.0,"1977-09-17 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((4.5516469998506874 55.462314000109089, 4.6517830006552217 55.399369000375408, 4.8093080002040773 55.301946999749184, 4.8206560001556689 55.294113999752952, 4.9378830001447156 55.220725000311091, 5.0354749994220711 55.158332999625586, 5.0464440000699771 55.152432999604905, 5.1165000000668996 55.10697800014087, 5.1257809999550918 55.100167000228865, 5.1801189999770614 55.06609200029996, 5.1929829995369392 55.059291999869927, 5.2919029994112616 54.994099999800049, 5.3473079993328136 54.958750000199778, 5.3649970006283167 54.948457999688586, 5.386986000407437 54.932674999942982, 5.4153780004719634 54.916472000242784, 5.4371079998695091 54.900622000408283, 5.4648419995186535 54.88403599979118, 5.4853359998661348 54.869441999735322, 5.5305140005198616 54.840496999898491, 5.5395110003082806 54.833710999954633, 5.5816000000070449 54.808769000285587, 5.6059359995602058 54.787894000062828, 5.6331329998616884 54.767171999629824, 5.675347000277088 54.729524999658402, 5.6957190005934901 54.714193999617024, 5.7201220006058966 54.694141999927716, 5.7291670002536534 54.685532999848625, 5.7424189994926129 54.674982999980713, 5.751349999766795 54.666421999916878, 5.7848499999614722 54.637650000260933, 5.8330190000409949 54.612917000033839, 5.8693080006140521 54.593288999915913, 5.8890249997974404 54.58419699996201, 5.982011000144591 54.536816999569567, 6.0000689997631866 54.526911000208656, 6.0358749995972536 54.509336000238115))"
325524,277405,287037,43651,35318843,"8.625"" Gas BRAGE, BRAGE-T","BRAGE","BRAGE-T","BRAGE","Wintershall Dea Norge AS","IN SERVICE","Gas","Transportation",8.625,"Statpipe",136.0,"1993-09-23 00:00:00","2019-11-18 00:00:00","MULTILINESTRING ((3.0467969997236404 60.542557999640415, 3.0463810003367411 60.543178999826097, 3.0098769994850261 60.543819000186737, 2.8980549999100558 60.560633000169709))"
326068,272393,287373,1035952,34925006,"16"" Gas DRAUGEN, DRAUGEN T","DRAUGEN","DRAUGEN T","DRAUGEN GASSEKSPORT","OKEA ASA","IN SERVICE","Gas","Transportation",16.0,"Draugen Gasseksport",344.0,"2000-10-10 00:00:00","2021-03-23 00:00:00","MULTILINESTRING ((7.7826049990905117 64.353172000375849, 7.8055459997596905 64.346077000038377, 7.8155370004219522 64.341454000024555, 7.822648000927968 64.334908000141311, 7.8243560005137684 64.330284000082074, 7.8241700000442451 64.326377999906228, 7.8201320007542785 64.319229000365524, 7.8161979993110915 64.314994999849361, 7.8012290003908404 64.306357999839548, 7.7965900007272086 64.302742000394602, 7.7788259997792739 64.279083000430717, 7.7702760008064891 64.273528999797506, 7.7600350003415208 64.269829000112665, 7.7445169994195551 64.266930000035217, 7.7128350001716148 64.264107000195565, 7.4065869998734826 64.228850999774892, 7.3173010007680581 64.216805000416315, 7.0815110006605408 64.168769999981748, 7.0646780000922682 64.166144999992611, 7.0038499994428047 64.165755999917636, 6.9906899999445473 64.166511999868291, 6.4507990008358025 64.231551999660368, 6.441257999842656 64.23325500004421))"
326340,278357,286841,2252643,1944954,"40"" Gas DRAUPNER E, EUROPIPE-SCP","DRAUPNER E","EUROPIPE-SCP","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",40.0,"Europipe I",76.0,"1995-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.4726669992958015 58.188777999984687, 2.47158399941716 58.1896100001021, 2.4652609998013837 58.188442000419947, 2.4568530005028135 58.185566999702068, 2.4468060001691114 58.180988999957037, 2.4382189996506418 58.175642000148656, 2.4314110001050953 58.169649999647504, 2.4258359995897756 58.162321999960007, 2.423281000514744 58.156336000269164, 2.4223640000265476 58.151105999980352, 2.4275640005325183 57.792597000085422, 2.4289170006452321 57.745277999617699, 2.4323139997385685 57.732266999636622, 2.520513999680658 57.543456000411354, 2.5268719996439182 57.536346999938516, 2.5354189995638499 57.529955999682088, 2.6282859992087131 57.482039000324797, 2.6365279999477451 57.476635999978349, 2.6431750004814871 57.470611000256376, 2.8940220005736981 57.197908000382213, 3.182369000397856 56.879171999858244, 3.3830060008065836 56.653060999751922, 3.3892110006382183 56.645880999857944, 3.3955080008132024 56.636796999620671, 3.4085169997253857 56.621600000291068, 3.4900279993802834 56.528563999944595, 3.5038059999598268 56.515643999993593, 3.5331389997521532 56.482300000311184, 3.7498139993768995 56.23243900012212, 3.7545780001156417 56.227864000123596, 3.765828000652331 56.219306000055944, 3.7712329999489524 56.213932999614386, 3.791717000055137 56.189977999591235, 3.840511000449184 56.126797000131319, 3.936118999788643 56.015038999826807, 4.1642860000735809 55.744522000122551, 4.1705060002120398 55.73844199966728, 4.1761939995169151 55.734289000413717, 4.2226219998169672 55.706969000222109))"
326374,278357,286757,2252643,1944954,"42"" Gas DRAUPNER E, DUNKERQUE","DRAUPNER E","DUNKERQUE","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",42.0,"Franpipe",85.0,"1998-07-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.4666660006666765 58.188693999770742, 2.4423360003507066 58.1831629997235, 2.4281829997974906 58.178203999614446, 2.4157349992534658 58.172111999875078, 2.4053999999497622 58.164997000232262, 2.3974270002180154 58.157073999874711, 2.3921169992282061 58.148560000280092, 2.3894319996990223 58.139702000119627, 2.3958039992797646 57.744540999773058, 2.3890189995927282 57.466133000159999, 2.3903390003163745 57.115813999611412, 2.392266999587676 57.097892999992233, 2.3975389992433751 57.080157999832032, 2.4013260000955552 57.071419000129694, 2.4113110006383347 57.054306000027765, 2.641404000365263 56.727394000399784, 2.8622460006314934 56.408561999656563, 2.8691929998175567 56.400482000239066, 3.0633160002437285 56.245693000121236, 3.2467169996364547 56.097984000302127, 3.2647300005162827 56.083102999808318, 3.2803790001594795 56.067429000025669, 3.2872249992132168 56.059298999993061, 3.2985599993294779 56.042488000012462, 3.4024860000128716 55.863056000051017, 3.4095069992281277 55.845539000137968, 3.4118719997253084 55.836654999780635, 3.4134859999548328 55.827716999614722, 3.4141889992325982 55.80975299998601, 3.3446039998416075 55.191059000046167, 3.2837450001990156 54.635040000220947, 3.1865849996777547 54.017570000108243, 3.1371490002347717 53.695373999792949, 3.092560999898593 53.264771000199829, 3.0925219998273019 53.246802999651806, 3.0955990005215575 53.228930999589267, 3.2051190000512371 52.80257400017986, 3.2084600005551476 52.784718000217552, 3.2090689993959254 52.775737999891177, 3.2088190005298425 52.766746999605942, 3.2067629996104881 52.748816999655745, 3.1758640002113263 52.524878999871774, 3.1752620001595204 52.506912000059529, 3.1860800004995795 52.417273999857201, 3.1859609995344642 52.3992959997817, 3.159803000649493 52.1841350002694, 3.1568729996120375 52.166255999709698, 3.1511699995858802 52.148623999834136, 3.1426679998476019 52.13143499985231, 3.1280740003727345 52.10600700023366, 3.1212079999180133 52.088546999840432, 3.1189080000107667 52.079665999595392, 3.0886139998046951 51.864726999562791, 3.0884799992677543 51.855762000177272, 3.0923099999890375 51.847117999845658, 3.0904049998171308 51.838309999833868, 3.0820609992622416 51.831036000330151, 3.0621630001182645 51.817955000274864, 3.0531019993609649 51.81094000035273, 2.9993329994773008 51.768531999680178, 2.9822390007458313 51.754020999667929, 2.8197969997051984 51.62755600028877, 2.8045209995854981 51.612319999955531, 2.7219170002925503 51.517520999794108, 2.7117679998379116 51.511218999914654, 2.647354000079897 51.491145999679489, 2.6249490000903819 51.479926999899448, 2.6112619996957891 51.477329000132102, 2.5968969993539064 51.476767999535141, 2.5832129999465629 51.474193999936098, 2.571890000558998 51.468692999607249, 2.5400560003140065 51.450465999757334, 2.5302809996312994 51.443882000235455, 2.5222869997349431 51.436412999796076, 2.4751730004855346 51.391228000317042, 2.46915900061598 51.383095000256269, 2.4451429996396685 51.340720999663695, 2.4379869996482935 51.33299299992558, 2.4265999997515371 51.327633000027134, 2.4134419996893137 51.324051000263857, 2.4024080005109103 51.318386000261583, 2.3845449996472916 51.304329000015606, 2.3770169998145239 51.296680000403185, 2.3706870005398688 51.288616000385488, 2.3125489993985249 51.196700999744913, 2.2958539996762881 51.171855999916772, 2.2828929994544009 51.146148999835447, 2.274085999364615 51.119755000168539, 2.2680530003915274 51.084701999614936, 2.2649939994404966 51.075924000394785, 2.2566910003303859 51.058742999843226, 2.2527089995668601 51.046406000408183))"
326408,271945,287065,2252643,1944954,"36"" Gas DRAUPNER S, NORPIPE Y","DRAUPNER S","NORPIPE Y","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Statpipe",80.0,"1985-10-15 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.4726669991744878 58.188777000143318, 2.473660999915968 58.188416999835887, 2.47414700085693 58.161354999754927, 2.4790689994795239 57.745225000370809, 2.4804359998491274 57.737090999853969, 2.5524689994401375 57.582513000356649, 2.6230610004484052 57.428549999577719, 2.702871999473027 57.253655000049818, 2.8140610001163782 57.006380000170324, 2.8187749995940896 56.999126999981108, 2.8235189996600427 56.994238000027266, 2.9997110005704308 56.842716000122024, 3.0711439999041281 56.768583000373553, 3.0778079993097216 56.75814099966999, 3.1640860005252547 56.594458000460641, 3.1704000002225783 56.586255000397664, 3.1726470007508492 56.584183000357392, 3.2296909997439478 56.583836000318925, 3.2396290004850572 56.581897999778903, 3.2477260006112507 56.578395999847785, 3.2542459998674604 56.572876000126378, 3.3305030004575498 56.490368999709169))"
326884,277937,286645,124133,2410696,"34"" Oil EKOFISK J, 37/4-BP","EKOFISK J","37/4-BP","NORPIPE OLJELEDNING","ConocoPhillips Skandinavia AS","IN SERVICE","Oil","Transportation",34.0,"Norpipe Oljeledning",94.5,"1975-10-14 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.2212819995250643 56.547199999950472, 3.2117189994401132 56.550657999904082, 3.1875190002355089 56.546891999762025, 3.16350799959103 56.54189399997297, 3.1409579999869384 56.534555999977229, 3.1014000000331241 56.515592000119945, 3.0453029994265481 56.485663999913342, 3.0047060004066006 56.467613999886545, 2.9406389997574593 56.44249200015603, 2.8143809992649147 56.391246999624492, 2.6654720003005528 56.333032999655401, 2.602910999274564 56.307018999923834, 2.4555500005625341 56.247744000470412, 2.4144329998541241 56.229813999782507, 2.3717939993585535 56.213657999617347, 2.1212530002100398 56.111142000413736, 2.0804309993479158 56.093460999891633, 2.0373530001326099 56.07740800018815, 1.934771999310632 56.033705999701731, 1.6122220005122994 55.900162000283878))"
